Price,Bathrooms,Car Parks,Property Type,Size,Furnishing,area,No_of_Bedrooms,No_of_servant_rooms,type,size,studio_apartment
1900000,2,1,Condominium (Corner),Built-up : 915 sq. ft.,Partly Furnished,KLCC,2,1,Built-up ,915,0
380000,2,2,Condominium,Built-up : 950 sq. ft.,Unfurnished,Setapak,3,1,Built-up ,950,0
1198000,1,1,Serviced Residence (Corner),Built-up : 764 sq. ft.,Fully Furnished,KLCC,1,1,Built-up ,764,0
1000000,1,1,Condominium (EndLot),Built-up : 657 sq. ft.,Partly Furnished,KLCC,0,0,Built-up ,657,1
12000000,6,4,Bungalow,Land area : 11500 sq. ft.,Partly Furnished,Bangsar,6,1,Land area ,11500,0
1780000,1,1,Serviced Residence,Built-up : 728 sq. ft.,Fully Furnished,KLCC,1,0,Built-up ,728,0
2300000,1,1,Serviced Residence,"Built-up : 1,023 sq. ft.",Partly Furnished,KLCC,1,0,Built-up ,1023,0
800000,3,1,Serviced Residence (Corner),"Built-up : 1,055 sq. ft.",Fully Furnished,KLCC,2,1,Built-up ,1055,0
6000000,5,2,Serviced Residence (Corner),"Built-up : 4,157 sq. ft.",Partly Furnished,Bukit Bintang,4,1,Built-up ,4157,0
1250000,4,2,Serviced Residence (EndLot),"Built-up : 1,378 sq. ft.",Fully Furnished,KLCC,3,1,Built-up ,1378,0
1850000,4,2,Condominium (Intermediate),"Built-up : 1,830 sq. ft.",Partly Furnished,Mont Kiara,4,1,Built-up ,1830,0
2400000,2,1,Serviced Residence,"Built-up : 1,006 sq. ft.",Partly Furnished,KLCC,2,0,Built-up ,1006,0
1613300,5,3,Condominium,"Built-up : 2,336 sq. ft.",Partly Furnished,Wangsa Maju,3,1,Built-up ,2336,0
2440000,2,1,Serviced Residence (Corner),"Built-up : 1,023 sq. ft.",Fully Furnished,KLCC,1,0,Built-up ,1023,0
5000000,3,4,Bungalow (Corner),Land area : 7700 sq. ft.,Partly Furnished,Damansara Heights,3,1,Land area ,7700,0
7300000,6,6,Bungalow (Corner),Land area : 7300 sq. ft.,Partly Furnished,Sri Hartamas,6,0,Land area ,7300,0
783990,1,1,Serviced Residence,Built-up : 650 sq. ft.,Partly Furnished,KL Sentral,1,0,Built-up ,650,0
569200,2,2,Serviced Residence,Built-up : 888 sq. ft.,Unfurnished,Chan Sow Lin,1,1,Built-up ,888,0
1150000,2,1,Condominium (Corner),"Built-up : 1,560 sq. ft.",Partly Furnished,Taman Tun Dr Ismail,3,0,Built-up ,1560,0
425000,2,1,Condominium (Intermediate),Land area : 1087 sq. ft.,Partly Furnished,Bukit Jalil,4,0,Land area ,1087,0
10000000,7,5,Condominium (Corner),"Built-up : 6,913 sq. ft.",Partly Furnished,Bangsar,5,1,Built-up ,6913,0
1800000,4,2,Condominium (Corner),"Built-up : 2,243 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,2243,0
580000,2,1,Condominium (Corner),"Built-up : 1,590 sq. ft.",Partly Furnished,Jalan Kuching,3,0,Built-up ,1590,0
618000,1,1,Serviced Residence (Intermediate),Land area : 650 sq. ft.,Fully Furnished,Mont Kiara,1,0,Land area ,650,0
1518000,3,3,Condominium (Corner),"Built-up : 2,648 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,2648,0
2220000,4,3,Condominium,"Built-up : 2,973 sq. ft.",Partly Furnished,Mont Kiara,4,1,Built-up ,2973,0
3600000,4,2,Serviced Residence (Corner),"Built-up : 3,897 sq. ft.",Fully Furnished,KLCC,4,0,Built-up ,3897,0
3100000,4,3,Semi-detached House,Land area : 3600 sq. ft.,Partly Furnished,Taman Tun Dr Ismail,4,1,Land area ,3600,0
4900000,4,4,Bungalow (Intermediate),Land area : 11676 sq. ft.,Partly Furnished,Bangsar,7,0,Land area ,11676,0
1950000,4,3,Condominium,"Built-up : 2,535 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,2535,0
3600000,4,2,Serviced Residence (Corner),"Built-up : 3,897 sq. ft.",Partly Furnished,KLCC,3,1,Built-up ,3897,0
600000,2,2,Serviced Residence (Intermediate),Land area : 1025 sq. ft.,Partly Furnished,Sungai Besi,2,1,Land area ,1025,0
4130000,5,2,Condominium (Corner),"Built-up : 3,713 sq. ft.",Partly Furnished,City Centre,4,1,Built-up ,3713,0
1780000,3,2,Condominium,"Built-up : 1,232 sq. ft.",Fully Furnished,KLCC,3,0,Built-up ,1232,0
6380000,5,3,Condominium (Corner),"Built-up : 4,025 sq. ft.",Partly Furnished,Bangsar,3,1,Built-up ,4025,0
6900000,6,3,Condominium (Corner),"Built-up : 4,945 sq. ft.",Partly Furnished,Bangsar,4,1,Built-up ,4945,0
660000,2,2,Condominium (Corner),Land area : 992 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),3,0,Land area ,992,0
3125000,2,2,Serviced Residence (Intermediate),"Built-up : 1,421 sq. ft.",Partly Furnished,KLCC,1,1,Built-up ,1421,0
2480000,1,1,Serviced Residence (Intermediate),"Built-up : 1,023 sq. ft.",Partly Furnished,KLCC,1,0,Built-up ,1023,0
4000000,5,2,Semi-detached House (Intermediate),Land area : 3700 sq. ft.,Partly Furnished,Damansara Heights,4,1,Land area ,3700,0
1050000,4,2,Serviced Residence (Corner),"Built-up : 1,313 sq. ft.",Partly Furnished,KLCC,3,1,Built-up ,1313,0
1833000,1,1,Serviced Residence,Built-up : 925 sq. ft.,Fully Furnished,KLCC,1,0,Built-up ,925,0
2999000,3,3,Serviced Residence (EndLot),"Built-up : 2,066 sq. ft.",Fully Furnished,KLCC,3,1,Built-up ,2066,0
638000,1,1,Serviced Residence (Intermediate),Built-up : 721 sq. ft.,Partly Furnished,Bukit Jalil,1,1,Built-up ,721,0
6842500,5,4,Condominium,"Built-up : 4,025 sq. ft.",Partly Furnished,Bangsar,3,1,Built-up ,4025,0
8476050,5,4,Condominium,"Built-up : 5,137 sq. ft.",Partly Furnished,Bangsar,4,1,Built-up ,5137,0
1415000,4,2,Condominium,"Built-up : 1,496 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,1496,0
1380000,4,2,Serviced Residence (Corner),"Built-up : 1,701 sq. ft.",Fully Furnished,KLCC,3,1,Built-up ,1701,0
8280000,6,4,Condominium (Corner),"Built-up : 5,137 sq. ft.",Partly Furnished,Bangsar,4,1,Built-up ,5137,0
3690000,5,6,Semi-detached House,Land area : 3658 sq. ft.,Unfurnished,Taman Desa,4,1,Land area ,3658,0
950000,3,2,2-sty Terrace/Link House (Intermediate),Land area : 1650 sq. ft.,Partly Furnished,Sri Petaling,4,1,Land area ,1650,0
4000000,7,4,Bungalow (Intermediate),Land area : 5337 sq. ft.,Partly Furnished,Bukit Jalil,6,1,Land area ,5337,0
9960000,7,6,Condominium,"Built-up : 6,913 sq. ft.",Partly Furnished,Bangsar,6,0,Built-up ,6913,0
6660000,5,3,Condominium (Corner),"Built-up : 4,771 sq. ft.",Partly Furnished,Bangsar,4,0,Built-up ,4771,0
6300000,5,3,Condominium,"Built-up : 4,025 sq. ft.",Partly Furnished,Bangsar,3,1,Built-up ,4025,0
628000,2,1,Condominium (Intermediate),"Built-up : 1,150 sq. ft.",Partly Furnished,Taman Desa,3,0,Built-up ,1150,0
1590000,4,2,Condominium,"Built-up : 1,878 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,1878,0
428000,2,2,Serviced Residence,Built-up : 918 sq. ft.,Partly Furnished,Setapak,3,1,Built-up ,918,0
7500000,5,4,Condominium,"Built-up : 4,025 sq. ft.",Partly Furnished,Bangsar,3,1,Built-up ,4025,0
1450000,2,1,Condominium,Built-up : 867 sq. ft.,Fully Furnished,KLCC,2,0,Built-up ,867,0
2600000,5,3,Condominium (Corner),"Built-up : 3,478 sq. ft.",Partly Furnished,Mont Kiara,4,1,Built-up ,3478,0
2750000,4,2,Serviced Residence,"Built-up : 2,426 sq. ft.",Partly Furnished,Taman Tun Dr Ismail,3,1,Built-up ,2426,0
5500000,6,4,Bungalow (Intermediate),Land area : 5446 sq. ft.,Fully Furnished,Seputeh,5,1,Land area ,5446,0
428000,2,2,Serviced Residence,Built-up : 918 sq. ft.,Unfurnished,Setapak,3,1,Built-up ,918,0
14800000,9,6,Bungalow (Corner),Land area : 12000 sq. ft.,Partly Furnished,Bukit Tunku (Kenny Hills),7,1,Land area ,12000,0
28000000,16,10,Bungalow,Land area : 26000 sq. ft.,Partly Furnished,KLCC,14,0,Land area ,26000,0
770000,3,2,Condominium,"Built-up : 1,186 sq. ft.",Partly Furnished,Sentul,3,0,Built-up ,1186,0
3600000,7,5,Bungalow,Land area : 5000 sq. ft.,Unfurnished,Damansara Heights,7,0,Land area ,5000,0
1200000,2,1,Condominium (Intermediate),Built-up : 976 sq. ft.,Partly Furnished,KLCC,2,0,Built-up ,976,0
720000,3,2,Condominium (Corner),"Built-up : 1,577 sq. ft.",Fully Furnished,Segambut,3,1,Built-up ,1577,0
1150000,3,4,Condominium (Corner),"Built-up : 1,772 sq. ft.",Partly Furnished,Bukit Jalil,5,1,Built-up ,1772,0
928000,3,2,Condominium (Corner),"Built-up : 1,513 sq. ft.",Partly Furnished,Bukit Jalil,4,0,Built-up ,1513,0
1350000,2,1,Serviced Residence,Built-up : 900 sq. ft.,Fully Furnished,KLCC,1,1,Built-up ,900,0
360000,2,1,Condominium (Intermediate),"Built-up : 1,088 sq. ft.",Partly Furnished,Jalan Klang Lama (Old Klang Road),3,0,Built-up ,1088,0
1865000,5,3,Condominium (Corner),"Built-up : 2,535 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,2535,0
1308000,1,1,Condominium (Corner),Built-up : 753 sq. ft.,Fully Furnished,KLCC,1,1,Built-up ,753,0
1760000,2,2,Condominium (Corner),"Built-up : 1,159 sq. ft.",Fully Furnished,KLCC,2,1,Built-up ,1159,0
568000,2,2,Condominium (Corner),Built-up : 904 sq. ft.,Partly Furnished,Sungai Besi,2,0,Built-up ,904,0
1020000,2,1,Serviced Residence (Corner),Built-up : 813 sq. ft.,Fully Furnished,KLCC,3,0,Built-up ,813,0
2400000,2,1,Serviced Residence (Corner),"Built-up : 1,103 sq. ft.",Fully Furnished,KLCC,2,0,Built-up ,1103,0
1099000,2,1,Serviced Residence,Built-up : 833 sq. ft.,Fully Furnished,KLCC,2,1,Built-up ,833,0
1550000,2,2,Serviced Residence (Corner),Land area : 910 sq. ft.,Fully Furnished,KLCC,2,0,Land area ,910,0
1420000,4,2,Condominium,"Built-up : 1,496 sq. ft.",Fully Furnished,Mont Kiara,4,0,Built-up ,1496,0
2550000,5,2,Condominium,"Built-up : 2,973 sq. ft.",Partly Furnished,Mont Kiara,4,1,Built-up ,2973,0
980000,3,2,Condominium (Corner),"Built-up : 1,513 sq. ft.",Fully Furnished,Bukit Jalil,4,1,Built-up ,1513,0
2650000,5,3,Serviced Residence,"Built-up : 2,077 sq. ft.",Partly Furnished,Damansara Heights,3,1,Built-up ,2077,0
3364000,2,2,Serviced Residence (Intermediate),"Built-up : 1,399 sq. ft.",Fully Furnished,KLCC,2,1,Built-up ,1399,0
1420000,2,1,Condominium (Corner),Built-up : 976 sq. ft.,Partly Furnished,KLCC,2,1,Built-up ,976,0
2889000,2,1,Serviced Residence (Intermediate),"Built-up : 1,163 sq. ft.",Fully Furnished,KLCC,1,0,Built-up ,1163,0
1080000,2,1,Condominium (Intermediate),"Built-up : 1,411 sq. ft.",Partly Furnished,City Centre,2,0,Built-up ,1411,0
916000,1,1,Condominium,"Built-up : 1,119 sq. ft.",Fully Furnished,City Centre,1,0,Built-up ,1119,0
2500000,4,4,Semi-detached House,"Built-up : 3,833 sq. ft.",Partly Furnished,Mont Kiara,5,1,Built-up ,3833,0
2200000,5,5,Semi-detached House (Intermediate),Land area : 3282 sq. ft.,Partly Furnished,Sungai Besi,4,1,Land area ,3282,0
3600000,4,6,Bungalow (Intermediate),Land area : 9670 sq. ft.,Unfurnished,Ampang,4,1,Land area ,9670,0
5000000,5,3,Bungalow,Land area : 6000 sq. ft.,Fully Furnished,Taman Tun Dr Ismail,7,1,Land area ,6000,0
2434900,4,1,Serviced Residence,Land area : 1873 sq. ft.,Unfurnished,KL Sentral,3,1,Land area ,1873,0
1600000,2,1,Serviced Residence,"Built-up : 1,152 sq. ft.",Partly Furnished,Damansara Heights,1,1,Built-up ,1152,0
2000000,6,3,Semi-detached House (Intermediate),Land area : 3200 sq. ft.,Partly Furnished,Taman Melawati,6,0,Land area ,3200,0
535000,1,1,Serviced Residence (Intermediate),Built-up : 762 sq. ft.,Partly Furnished,Cheras,1,0,Built-up ,762,0
1200000,3,2,Serviced Residence,"Built-up : 1,335 sq. ft.",Fully Furnished,KLCC,3,0,Built-up ,1335,0
2550000,5,2,Serviced Residence (Corner),"Built-up : 1,830 sq. ft.",Partly Furnished,KL Sentral,3,1,Built-up ,1830,0
1480000,4,2,Condominium (Intermediate),"Built-up : 1,876 sq. ft.",Fully Furnished,Ampang,3,1,Built-up ,1876,0
1348000,6,4,3-sty Terrace/Link House (Intermediate),"Built-up : 3,216 sq. ft.",Unfurnished,Sungai Besi,5,0,Built-up ,3216,0
618000,1,1,Serviced Residence (Intermediate),Built-up : 462 sq. ft.,Fully Furnished,Mont Kiara,1,0,Built-up ,462,0
1590000,3,2,Condominium,"Built-up : 2,201 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,2201,0
1700000,4,2,Condominium,"Built-up : 1,496 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,1496,0
1950000,4,2,Condominium,"Built-up : 1,830 sq. ft.",Partly Furnished,Mont Kiara,4,1,Built-up ,1830,0
2300000,1,2,Serviced Residence (Corner),"Built-up : 1,023 sq. ft.",Partly Furnished,KLCC,1,0,Built-up ,1023,0
1250000,3,2,Serviced Residence (Corner),"Built-up : 1,335 sq. ft.",Fully Furnished,KLCC,2,1,Built-up ,1335,0
3166000,2,1,Serviced Residence (Intermediate),"Built-up : 1,423 sq. ft.",Fully Furnished,KLCC,2,0,Built-up ,1423,0
370000,2,2,Serviced Residence (Intermediate),Built-up : 950 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),3,0,Built-up ,950,0
1000000,1,1,Condominium (EndLot),Built-up : 751 sq. ft.,Fully Furnished,KLCC,1,0,Built-up ,751,0
6600000,5,3,Condominium (Corner),"Built-up : 4,025 sq. ft.",Unknown,Bangsar,3,1,Built-up ,4025,0
7400000,5,5,Condominium,"Built-up : 5,137 sq. ft.",Partly Furnished,Bangsar,4,1,Built-up ,5137,0
12800000,9,10,Bungalow (Intermediate),Land area : 8000 sq. ft.,Fully Furnished,Damansara Heights,6,1,Land area ,8000,0
4500000,7,3,Bungalow,Land area : 2970 sq. ft.,Partly Furnished,Damansara Heights,5,1,Land area ,2970,0
6800000,6,6,Bungalow,Land area : 7416 sq. ft.,Partly Furnished,Bangsar,5,2,Land area ,7416,0
1288972,2,1,Condominium,"Built-up : 1,076 sq. ft.",Fully Furnished,KL Eco City,2,0,Built-up ,1076,0
3700000,3,1,Serviced Residence,"Built-up : 1,738 sq. ft.",Partly Furnished,KL Sentral,3,0,Built-up ,1738,0
410000,2,2,Condominium (Corner),Built-up : 885 sq. ft.,Partly Furnished,Cheras,2,0,Built-up ,885,0
3360000,2,2,Serviced Residence,"Built-up : 1,421 sq. ft.",Partly Furnished,KLCC,1,1,Built-up ,1421,0
1770000,2,1,Serviced Residence,"Built-up : 1,152 sq. ft.",Fully Furnished,Damansara Heights,1,1,Built-up ,1152,0
1860000,4,2,Condominium (Corner),"Built-up : 2,070 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,2070,0
1450000,2,1,Serviced Residence (Corner),"Built-up : 1,050 sq. ft.",Fully Furnished,KLCC,2,0,Built-up ,1050,0
1080000,4,2,Condominium (Intermediate),"Built-up : 1,875 sq. ft.",Partly Furnished,Jalan Klang Lama (Old Klang Road),3,1,Built-up ,1875,0
570000,2,1,Condominium (Corner),Land area : 1200 sq. ft.,Partly Furnished,Pantai,3,0,Land area ,1200,0
1880000,3,2,Condominium,"Built-up : 2,243 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,2243,0
1685000,3,2,Condominium,"Built-up : 2,038 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,2038,0
550000,2,2,Condominium (Intermediate),"Built-up : 1,073 sq. ft.",Partly Furnished,Bukit Jalil,3,0,Built-up ,1073,0
2500000,2,1,Serviced Residence,"Built-up : 1,023 sq. ft.",Partly Furnished,KLCC,1,0,Built-up ,1023,0
2044800,2,1,Serviced Residence,Built-up : 912 sq. ft.,Fully Furnished,Bukit Bintang,2,0,Built-up ,912,0
1250000,4,2,Condominium,"Built-up : 1,700 sq. ft.",Fully Furnished,Bukit Jalil,3,1,Built-up ,1700,0
4950000,4,2,Serviced Residence (Penthouse),"Built-up : 3,300 sq. ft.",Fully Furnished,KLCC,4,0,Built-up ,3300,0
2340000,5,3,Condominium,Land area : 0 sq. ft.,Partly Furnished,Mont Kiara,4,1,Land area ,0,0
1698000,4,2,Condominium,Land area : 0 sq. ft.,Partly Furnished,Mont Kiara,3,1,Land area ,0,0
1420000,4,2,Condominium,"Built-up : 1,496 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,1496,0
928000,2,2,Condominium (EndLot),"Built-up : 1,523 sq. ft.",Unfurnished,Jalan Klang Lama (Old Klang Road),2,2,Built-up ,1523,0
565000,2,2,Condominium,"Built-up : 1,100 sq. ft.",Partly Furnished,Bukit Jalil,3,0,Built-up ,1100,0
1550000,4,4,Condominium (Corner),"Built-up : 2,638 sq. ft.",Partly Furnished,Jalan Klang Lama (Old Klang Road),3,1,Built-up ,2638,0
3200000,5,4,Semi-detached House (EndLot),Land area : 3670 sq. ft.,Partly Furnished,Damansara Heights,4,1,Land area ,3670,0
670000,2,2,Serviced Residence,Built-up : 907 sq. ft.,Fully Furnished,Jalan Klang Lama (Old Klang Road),3,0,Built-up ,907,0
1000000,1,1,Condominium,Built-up : 657 sq. ft.,Partly Furnished,KLCC,1,0,Built-up ,657,0
5999000,4,3,Condominium (Duplex),"Built-up : 3,289 sq. ft.",Fully Furnished,City Centre,3,1,Built-up ,3289,0
2230000,5,3,Condominium,"Built-up : 2,973 sq. ft.",Partly Furnished,Mont Kiara,4,1,Built-up ,2973,0
830000,2,1,Condominium (Intermediate),"Built-up : 1,072 sq. ft.",Fully Furnished,City Centre,2,0,Built-up ,1072,0
1100000,4,2,Condominium (Intermediate),"Built-up : 2,111 sq. ft.",Partly Furnished,City Centre,3,1,Built-up ,2111,0
8300000,6,4,Bungalow (Intermediate),Land area : 6103 sq. ft.,Partly Furnished,Damansara Heights,5,1,Land area ,6103,0
3450000,5,3,Bungalow (Intermediate),Land area : 5200 sq. ft.,Partly Furnished,Sri Hartamas,4,1,Land area ,5200,0
2300000,4,2,Condominium,"Built-up : 2,702 sq. ft.",Unknown,Mont Kiara,4,1,Built-up ,2702,0
4756000,2,2,Condominium (Corner),"Built-up : 1,399 sq. ft.",Partly Furnished,KLCC,2,0,Built-up ,1399,0
1780000,3,2,Serviced Residence (Corner),"Built-up : 1,523 sq. ft.",Partly Furnished,Mont Kiara,3,0,Built-up ,1523,0
375000,2,1,Serviced Residence,Built-up : 743 sq. ft.,Unfurnished,Sentul,2,0,Built-up ,743,0
380000,1,1,Apartment,Built-up : 452 sq. ft.,Partly Furnished,Bangsar South,1,1,Built-up ,452,0
970000,1,1,Serviced Residence (Intermediate),Built-up : 603 sq. ft.,Fully Furnished,KLCC,1,0,Built-up ,603,0
900000,3,2,Condominium (Corner),"Built-up : 1,513 sq. ft.",Partly Furnished,Bukit Jalil,4,0,Built-up ,1513,0
4250000,6,2,Serviced Residence,"Built-up : 3,300 sq. ft.",Fully Furnished,KLCC,4,1,Built-up ,3300,0
2300000,5,3,Condominium (Corner),"Built-up : 2,454 sq. ft.",Partly Furnished,Desa ParkCity,4,1,Built-up ,2454,0
520000,2,2,Condominium (Corner),"Built-up : 1,450 sq. ft.",Partly Furnished,Setapak,4,0,Built-up ,1450,0
1420000,3,2,Serviced Residence (Corner),"Built-up : 1,582 sq. ft.",Fully Furnished,KL City,3,1,Built-up ,1582,0
1065140,3,2,Serviced Residence (Corner),"Built-up : 1,025 sq. ft.",Partly Furnished,KL Sentral,3,0,Built-up ,1025,0
1299000,2,1,Serviced Residence (Corner),Built-up : 900 sq. ft.,Fully Furnished,KLCC,2,0,Built-up ,900,0
7600000,5,3,Condominium (Corner),"Built-up : 4,771 sq. ft.",Unfurnished,Bangsar,4,1,Built-up ,4771,0
2390000,4,3,Condominium,"Built-up : 3,043 sq. ft.",Unfurnished,Mont Kiara,4,1,Built-up ,3043,0
850000,2,2,Condominium,"Built-up : 1,335 sq. ft.",Fully Furnished,Bukit Jalil,3,0,Built-up ,1335,0
14500000,8,5,Bungalow,Land area : 8600 sq. ft.,Fully Furnished,Mont Kiara,5,2,Land area ,8600,0
4718680,5,4,Serviced Residence (Penthouse),"Built-up : 3,143 sq. ft.",Partly Furnished,KL Sentral,4,1,Built-up ,3143,0
14800000,8,6,Bungalow (Intermediate),Land area : 6507 sq. ft.,Partly Furnished,Bangsar,12,0,Land area ,6507,0
9900000,8,2,Bungalow (Corner),Land area : 8700 sq. ft.,Partly Furnished,Mont Kiara,6,1,Land area ,8700,0
5000000,6,4,Semi-detached House,Land area : 4800 sq. ft.,Partly Furnished,Bangsar,6,0,Land area ,4800,0
1850000,3,2,Condominium,"Built-up : 2,020 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,2020,0
3360000,2,2,Serviced Residence (Intermediate),"Built-up : 1,572 sq. ft.",Partly Furnished,KLCC,2,0,Built-up ,1572,0
1000000,2,1,Serviced Residence,Built-up : 811 sq. ft.,Fully Furnished,KLCC,2,1,Built-up ,811,0
3700000,5,6,Semi-detached House (Intermediate),Land area : 3040 sq. ft.,Partly Furnished,Taman Desa,4,1,Land area ,3040,0
4200000,5,4,Bungalow (Intermediate),Land area : 1615 sq. ft.,Unfurnished,Taman Desa,4,1,Land area ,1615,0
18000000,7,6,Bungalow (Intermediate),Land area : 15000 sq. ft.,Partly Furnished,Bangsar,6,0,Land area ,15000,0
2688888,5,9,Condominium,"Built-up : 4,069 sq. ft.",Partly Furnished,Taman Desa,5,1,Built-up ,4069,0
8200000,6,5,Condominium (Corner),"Built-up : 4,945 sq. ft.",Partly Furnished,Bangsar,4,1,Built-up ,4945,0
6300000,5,6,Condominium,"Built-up : 8,000 sq. ft.",Partly Furnished,Mont Kiara,4,1,Built-up ,8000,0
5500000,7,6,Bungalow (Intermediate),Land area : 7100 sq. ft.,Unfurnished,Taman Desa,5,1,Land area ,7100,0
550000,2,1,Serviced Residence (Intermediate),Built-up : 775 sq. ft.,Fully Furnished,Jalan Klang Lama (Old Klang Road),1,0,Built-up ,775,0
3688000,5,5,4.5-sty Terrace/Link House (Intermediate),Land area : 1367 sq. ft.,Partly Furnished,Taman Desa,4,1,Land area ,1367,0
1000000,2,1,Serviced Residence (Intermediate),Built-up : 849 sq. ft.,Fully Furnished,KLCC,2,1,Built-up ,849,0
1730000,3,1,Serviced Residence (Corner),"Built-up : 1,442 sq. ft.",Fully Furnished,City Centre,2,1,Built-up ,1442,0
5500000,6,5,Condominium (Penthouse),"Built-up : 6,900 sq. ft.",Partly Furnished,Bukit Tunku (Kenny Hills),5,0,Built-up ,6900,0
630000,2,2,Serviced Residence,"Built-up : 1,025 sq. ft.",Partly Furnished,Sungai Besi,2,1,Built-up ,1025,0
900000,2,2,Serviced Residence,"Built-up : 1,170 sq. ft.",Partly Furnished,Bukit Jalil,3,0,Built-up ,1170,0
800000,3,2,Serviced Residence,"Built-up : 1,430 sq. ft.",Partly Furnished,Sungai Besi,3,0,Built-up ,1430,0
9000000,6,4,Bungalow (Intermediate),Land area : 8000 sq. ft.,Partly Furnished,Bangsar,5,0,Land area ,8000,0
9600000,9,6,Bungalow (Corner),Land area : 7600 sq. ft.,Partly Furnished,Damansara Heights,7,1,Land area ,7600,0
1750000,5,3,Condominium (Corner),"Built-up : 2,700 sq. ft.",Partly Furnished,Bukit Jalil,4,1,Built-up ,2700,0
1613300,4,3,Condominium (Corner),"Built-up : 2,336 sq. ft.",Partly Furnished,Wangsa Maju,3,1,Built-up ,2336,0
1200000,2,1,Condominium,Built-up : 969 sq. ft.,Partly Furnished,KL Eco City,2,0,Built-up ,969,0
2285000,6,3,Condominium (Corner),"Built-up : 2,874 sq. ft.",Partly Furnished,Mont Kiara,4,2,Built-up ,2874,0
363000,2,1,Serviced Residence (Intermediate),Built-up : 950 sq. ft.,Partly Furnished,Cheras,3,0,Built-up ,950,0
1430000,4,3,Condominium (Corner),"Built-up : 2,638 sq. ft.",Partly Furnished,Jalan Klang Lama (Old Klang Road),3,1,Built-up ,2638,0
1147000,5,5,Condominium,"Built-up : 2,500 sq. ft.",Partly Furnished,Segambut,5,1,Built-up ,2500,0
645000,1,1,Serviced Residence,Land area : 462 sq. ft.,Fully Furnished,Mont Kiara,1,0,Land area ,462,0
1900000,2,1,Condominium,Built-up : 915 sq. ft.,Partly Furnished,KLCC,2,1,Built-up ,915,0
1450000,2,1,Serviced Residence (Intermediate),"Built-up : 1,050 sq. ft.",Fully Furnished,KLCC,2,0,Built-up ,1050,0
18000000,7,6,Bungalow,Land area : 16000 sq. ft.,Fully Furnished,Damansara Heights,7,0,Land area ,16000,0
1150000,2,2,Condominium (Corner),"Built-up : 1,580 sq. ft.",Partly Furnished,Desa ParkCity,3,0,Built-up ,1580,0
3354000,2,1,Serviced Residence (Intermediate),"Built-up : 1,006 sq. ft.",Fully Furnished,KLCC,2,0,Built-up ,1006,0
900000,3,1,Serviced Residence (Intermediate),"Built-up : 1,063 sq. ft.",Fully Furnished,Bukit Bintang,3,0,Built-up ,1063,0
